start_date,end_date,status,ip_address,progress,duration_in_seconds,finished,recorded_date,response_id,recipient_last_name,recipient_first_name,recipient_email,external_reference,location_latitude,location_longitude,distribution_channel,user_language,q62,q5_2,q5_5,q5_11,q5_12,q88_1,q88_2,q88_3,q88_4,q90,q92,q61,q62_1,q94,q96,q79,q81,q82,q83,q23,comments,qid,ytid,video_link,worker_id,assignment_id,hit_id,start_date_w3,end_date_w3,survey_time_w3,right_to_own_importance_w3,assault_ban_w3,handgun_ban_w3,concealed_safe_w3,stricter_laws_w3,gun_index_w3,gun_index_2_w3,trust_majornews_w3,trust_localnews_w3,trust_social_w3,trust_youtube_w3,fabricate_majornews_w3,fabricate_youtube_w3,media_trust_w3,smart_dems_w3,smart_reps_w3,comfort_dems_w3,comfort_reps_w3,ft_dems_w3,ft_reps_w3
2021-06-25 08:32:42,2021-06-25 08:34:19,IP Address,100.19.115.98,100,97,True,2021-06-25 08:34:20,R_d54FUStwZzJoOE9,NA,NA,NA,NA,40.2480010986328125,-75.45670318603515625,anonymous,EN,I agree to participate ,53,54,51,55,Some,Some,Not too much,Not too much,Never,Never,Extremely,Extremely,Not at all comfortable,Not at all comfortable,Protect the right to own guns,Somewhat support,Strongly support,Much safer,Strongly support,test,78267,NA,NA,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,NA,NA,2021-06-25T08:32:42Z,2021-06-25T08:34:19Z,97,1,0.25,0,1,0,0.45,0.5625,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,1,0.6666666666666666,1,1,0,0,51,55
2021-06-25 09:08:33,2021-06-25 09:09:42,IP Address,155.186.116.3,100,69,True,2021-06-25 09:09:42,R_1ln50Mb4HPdIq4s,NA,NA,NA,NA,34.5825958251953125,-117.4239959716796875,anonymous,EN,I agree to participate ,0,33,25,10,Not too much,Not too much,Not at all,Not at all,About half the time,Most of the time,Somewhat,Somewhat,Somewhat comfortable,Somewhat comfortable,Regulate gun ownership,Strongly support,Strongly oppose,Much less safe,Strongly support,NA,99571,NA,NA,ce1354f05d220ffbc0a7f1efc592134e7b11cafb5f67103b48103177a39be027,3LBXNTKX0RVGLIWX1Y5S1LYRDRM9XN,3BKZLF990YY8R25ZXUXEHA02VWUYQ0,2021-06-25T09:08:33Z,2021-06-25T09:09:42Z,69,0,0,1,0,0,0.2,0.25,0.3333333333333333,0.3333333333333333,0,0,0.5,0.25,0.3333333333333333,0.5,0.5,0.6666666666666666,0.6666666666666666,25,10
2021-06-25 09:08:37,2021-06-25 09:09:53,IP Address,72.68.192.46,100,76,True,2021-06-25 09:09:53,R_xa8ozp81fQuGojD,NA,NA,NA,NA,40.6649932861328125,-73.952301025390625,anonymous,EN,I agree to participate ,82,23,28,81,Some,A lot,Some,A lot,About half the time,Once in a while,A little,Very,Not too comfortable,Extremely comfortable,Regulate gun ownership,Strongly support,Strongly support,No difference,Somewhat support,none,48794,NA,NA,5567b88a55473c824a644a9717e8715c23955ce8a723e6ecec9088649d6faac5,3483FV8BEEJS2JR2F2HNRLDTAHD26U,3WRAAIUSBIYR4H8832EQ8WEOP8FAX0,2021-06-25T09:08:37Z,2021-06-25T09:09:53Z,76,0,0,0,0.5,0.25,0.15,0.125,0.6666666666666666,1,0.6666666666666666,1,0.5,0.75,0.6666666666666666,0.25,0.75,0.3333333333333333,1,28,81
2021-06-25 09:08:35,2021-06-25 09:10:02,IP Address,76.95.189.76,100,86,True,2021-06-25 09:10:02,R_1NeHP46BArWtYZg,NA,NA,NA,NA,33.907501220703125,-117.78659820556640625,anonymous,EN,I agree to participate ,0,77,77,9,A lot,Some,Not too much,Not at all,Once in a while,About half the time,Somewhat,A little,Somewhat comfortable,Not too comfortable,Regulate gun ownership,Strongly support,Strongly support,Much less safe,Strongly support,NA,96786,NA,NA,28dd525aecb141b5e2f0cccc2d91965f87d02c5d2bd50abf9d3a1003dda21cd7,3DH6GAKTYYPKRE4KASLTXN7TU04ZYY,3BKZLF990YY8R25ZXUXEHA02VWUQYS,2021-06-25T09:08:35Z,2021-06-25T09:10:02Z,87,0,0,0,0,0,0,0,1,0.6666666666666666,0.3333333333333333,0,0.75,0.5,1,0.5,0.25,0.6666666666666666,0.3333333333333333,77,9
2021-06-25 09:09:11,2021-06-25 09:10:04,IP Address,71.169.161.148,100,52,True,2021-06-25 09:10:04,R_71AxMp0ORCCTgt3,NA,NA,NA,NA,42.971405029296875,-72.43419647216796875,anonymous,EN,I agree to participate ,22,9,24,33,Not too much,Some,Not at all,Not too much,About half the time,About half the time,Somewhat,Somewhat,Extremely comfortable,Extremely comfortable,Protect the right to own guns,Strongly oppose,Strongly oppose,No difference,Strongly oppose,NA,55665,NA,NA,33be5761297b344f2698e66803a7ef47c6972b16543dd9279739c982ff3a02d6,3Q5ZZ9ZEVOF75UTDQ0GJ96CW0MU85N,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:11Z,2021-06-25T09:10:04Z,53,1,1,1,0.5,1,0.9,0.875,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,1,1,24,33
2021-06-25 09:08:21,2021-06-25 09:10:06,IP Address,104.3.168.185,100,104,True,2021-06-25 09:10:07,R_3NXuerz4S1cp8Xm,NA,NA,NA,NA,38.94580078125,-90.20490264892578125,anonymous,EN,I agree to participate ,0,93,88,0,Some,Some,Not at all,Not too much,Once in a while,Most of the time,Very,Not at all,Extremely comfortable,Not at all comfortable,Regulate gun ownership,Strongly support,Neither support nor oppose,Much less safe,Strongly support,nope,14426,NA,NA,7e30f5e06644751eee7a0f4161314e28a083beb6b13719a9cf2c9f60398890ec,32AT8R96GL969TY15ZUWY94DBXTUSQ,3T5ZXGO9DDN8WSF4TGZXVH941QYQZJ,2021-06-25T09:08:21Z,2021-06-25T09:10:06Z,105,0,0,0.5,0,0,0.1,0.125,0.6666666666666666,0.6666666666666666,0,0.3333333333333333,0.75,0.25,0.6666666666666666,0.75,0,1,0,88,0
2021-06-25 09:09:12,2021-06-25 09:10:21,IP Address,68.134.73.205,100,69,True,2021-06-25 09:10:22,R_pFMne7tgXAP1Ypb,NA,NA,NA,NA,39.4799041748046875,-76.295501708984375,anonymous,EN,I agree to participate ,0,74,84,29,Some,A lot,Not too much,Not too much,Once in a while,About half the time,Very,A little,Extremely comfortable,Not too comfortable,Regulate gun ownership,Strongly support,Strongly support,No difference,Strongly support,No,84576,NA,NA,91cb45dc6b0f41b46c6a0a8ea3328b8ec3603fbe22e8ac02613614b1e4c18f80,3QECW5O0KH1Q3EL1TYRE028JEZF5T9,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:12Z,2021-06-25T09:10:21Z,69,0,0,0,0.5,0,0.1,0.125,0.6666666666666666,1,0.3333333333333333,0.3333333333333333,0.75,0.5,0.6666666666666666,0.75,0.25,1,0.3333333333333333,84,29
2021-06-25 09:09:33,2021-06-25 09:10:21,IP Address,63.233.193.200,100,47,True,2021-06-25 09:10:22,R_3fVRhSH6iM3Y3wY,NA,NA,NA,NA,41.5399932861328125,-90.56400299072265625,anonymous,EN,I agree to participate ,0,46,47,34,Not at all,Not too much,Not at all,Not at all,Once in a while,About half the time,Somewhat,Somewhat,Extremely comfortable,Extremely comfortable,Regulate gun ownership,Strongly support,Neither support nor oppose,Much less safe,Strongly support,NA,52460,NA,NA,430d5dad55fe7f61f0fe32e25524d656a8cde92961c9399304cef712e91cc142,3WMOAN2SRBX96VVW2TNFV1WQ25UVN4,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:33Z,2021-06-25T09:10:21Z,48,0,0,0.5,0,0,0.1,0.125,0,0.3333333333333333,0,0,0.75,0.5,0,0.5,0.5,1,1,47,34
2021-06-25 09:09:08,2021-06-25 09:10:25,IP Address,107.195.124.108,100,76,True,2021-06-25 09:10:25,R_1rit7x1CJqRYzXL,NA,NA,NA,NA,41.600494384765625,-83.62509918212890625,anonymous,EN,I agree to participate ,0,20,4,0,Some,Some,Not at all,Not at all,Once in a while,Most of the time,Somewhat,Somewhat,Extremely comfortable,Extremely comfortable,Regulate gun ownership,Strongly support,Strongly oppose,No difference,Strongly support,NA,79475,NA,NA,5ffe696b6805e9c8a6fe248b7d9a138a5680657b7eaf09c91c437278788baf1e,3UOUJI6MTDEE5AK0Z90JXHL5QCVXU1,34HEO7RUG5T77LMWU38YJES0ORUAR4,2021-06-25T09:09:08Z,2021-06-25T09:10:25Z,77,0,0,1,0.5,0,0.3,0.375,0.6666666666666666,0.6666666666666666,0,0,0.75,0.25,0.6666666666666666,0.5,0.5,1,1,4,0
2021-06-25 09:09:05,2021-06-25 09:10:32,IP Address,148.170.193.228,100,87,True,2021-06-25 09:10:32,R_3fJhprUDjRNMOc9,NA,NA,NA,NA,36.331207275390625,-92.37529754638671875,anonymous,EN,I agree to participate ,0,56,76,0,Some,Some,Not at all,Not too much,Once in a while,About half the time,Very,A little,Extremely comfortable,Not at all comfortable,Regulate gun ownership,Strongly support,Somewhat support,Somewhat less safe,Strongly support,NA,70687,NA,NA,4141c85b13053bdaf996da135271d2a3f7fab86870a2adb99fdc9d728f725ffd,3R2UR8A0IAGJS5033NOAYBTG8Q7XOO,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:05Z,2021-06-25T09:10:32Z,87,0,0,0.25,0.25,0,0.1,0.125,0.6666666666666666,0.6666666666666666,0,0.3333333333333333,0.75,0.5,0.6666666666666666,0.75,0.25,1,0,76,0
2021-06-25 09:08:53,2021-06-25 09:10:35,IP Address,24.247.160.137,100,102,True,2021-06-25 09:10:35,R_1MKznw9tndZKbVw,NA,NA,NA,NA,43.6381072998046875,-84.20290374755859375,anonymous,EN,I agree to participate ,33,60,60,10,Some,Some,Not at all,Not at all,Once in a while,About half the time,Somewhat,Not at all,Somewhat comfortable,Not too comfortable,Regulate gun ownership,Strongly support,Strongly support,Somewhat less safe,Strongly support,NA,52782,NA,NA,54e59daac719c12119bb7db1d2d76a1af31a59e6a5928874dbacc016c13a6475,32EYX73OY09U8EYOQAUR8ZZHPVAUR2,3BKZLF990YY8R25ZXUXEHA02VWUQYS,2021-06-25T09:08:53Z,2021-06-25T09:10:35Z,102,0,0,0,0.25,0,0.05,0.0625,0.6666666666666666,0.6666666666666666,0,0,0.75,0.5,0.6666666666666666,0.5,0,0.6666666666666666,0.3333333333333333,60,10
2021-06-25 09:09:14,2021-06-25 09:10:48,IP Address,172.90.150.98,100,94,True,2021-06-25 09:10:49,R_WqEVqDPaOih5sMV,NA,NA,NA,NA,33.733795166015625,-116.929901123046875,anonymous,EN,I agree to participate ,40,45,55,40,Some,Some,Not too much,Some,Once in a while,Once in a while,Very,Very,Extremely comfortable,Extremely comfortable,Regulate gun ownership,Somewhat support,Somewhat oppose,No difference,Somewhat support,NA,16636,NA,NA,9beb8e4daaa3a39c8a0067549bbdeec47971cf368e3946f4245b82e1a874e88c,3ZOTGHDK5IBBWOE49DINZ3COTB5SOB,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:14Z,2021-06-25T09:10:48Z,94,0,0.25,0.75,0.5,0.25,0.35,0.375,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.75,0.6666666666666666,0.75,0.75,1,1,55,40
2021-06-25 09:09:10,2021-06-25 09:10:50,IP Address,73.17.14.96,100,99,True,2021-06-25 09:10:50,R_29cbmlozC2KCo73,NA,NA,NA,NA,41.60260009765625,-72.97650146484375,anonymous,EN,I agree to participate ,0,70,80,10,Some,Some,Not too much,Not too much,Once in a while,Once in a while,A little,Somewhat,Extremely comfortable,Somewhat comfortable,Regulate gun ownership,Strongly support,Somewhat support,No difference,Strongly support,This was very well-designed. Thank you for allowing me to participate.,72575,NA,NA,a439d90c7c182aaedbb892b3616dcf968381fe49ffc62b75b6a1bfe66f13f0df,3UXUOQ9OKEX0BM0BBRFU3HWNHGPA78,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:10Z,2021-06-25T09:10:50Z,100,0,0,0.25,0.5,0,0.15,0.1875,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.75,0.6666666666666666,0.25,0.5,1,0.6666666666666666,80,10
2021-06-25 09:09:25,2021-06-25 09:10:51,IP Address,69.132.214.2,100,86,True,2021-06-25 09:10:52,R_yrUzlXy0eHIjYxX,NA,NA,NA,NA,35.291595458984375,-80.820098876953125,anonymous,EN,I agree to participate ,0,90,62,14,Some,Some,Not at all,Not too much,Once in a while,About half the time,Somewhat,Somewhat,Extremely comfortable,Extremely comfortable,Protect the right to own guns,Strongly oppose,Strongly oppose,Much safer,Strongly oppose,NA,36204,NA,NA,b94a4e372ce56a7aaf5b31de376b5457f2301862bf7e384d05eb260376b513db,3J2UYBXQQLCL69OO0FD98XKEDJT60E,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:25Z,2021-06-25T09:10:51Z,86,1,1,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0,0.3333333333333333,0.75,0.5,0.6666666666666666,0.5,0.5,1,1,62,14
2021-06-25 09:09:24,2021-06-25 09:10:58,IP Address,68.179.240.85,100,93,True,2021-06-25 09:10:58,R_1Kx0fxwoX4WDrZf,NA,NA,NA,NA,35.60650634765625,-92.274200439453125,anonymous,EN,I agree to participate ,5,23,40,60,Some,Some,Not at all,Not too much,Once in a while,About half the time,Somewhat,Somewhat,Somewhat comfortable,Extremely comfortable,Protect the right to own guns,Somewhat support,Strongly oppose,Somewhat safer,Somewhat oppose,NA,78930,NA,NA,f507c74a0d8451ca7a1288b7a3212c6cee3f1ad4aa7b7ad524ac07289ab6710f,3EFE17QCRC5147SH50NXFUFNHPRSHN,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:24Z,2021-06-25T09:10:58Z,94,1,0.25,1,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0,0.3333333333333333,0.75,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,1,40,60
2021-06-25 09:09:37,2021-06-25 09:11:07,IP Address,134.215.21.27,100,89,True,2021-06-25 09:11:08,R_1IyqT83IV4jLEyW,NA,NA,NA,NA,36.186798095703125,-86.5066986083984375,anonymous,EN,I agree to participate ,0,69,74,0,A lot,A lot,Not too much,Not too much,Once in a while,About half the time,Somewhat,A little,Extremely comfortable,Not too comfortable,Regulate gun ownership,Strongly support,Neither support nor oppose,Much less safe,Strongly support,NA,20398,NA,NA,ad6af714a135eb0f2481a2fbe97bc3dd8044f6b9cdecd512f4453668c6f6036c,30X31N5D63QMUKK3ZUD5Y8SJ4U2ASV,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:37Z,2021-06-25T09:11:07Z,90,0,0,0.5,0,0,0.1,0.125,1,1,0.3333333333333333,0.3333333333333333,0.75,0.5,1,0.5,0.25,1,0.3333333333333333,74,0
2021-06-25 09:09:48,2021-06-25 09:11:10,IP Address,65.75.226.48,100,81,True,2021-06-25 09:11:10,R_3P6LantN4zv9wnv,NA,NA,NA,NA,40.1067047119140625,-83.7621002197265625,anonymous,EN,I agree to participate ,0,70,75,15,Some,Some,Not too much,Not too much,Once in a while,About half the time,Somewhat,A little,Somewhat comfortable,Somewhat comfortable,Regulate gun ownership,Strongly support,Somewhat support,Much less safe,Strongly support,NA,87780,NA,NA,349e24d88e51f2b0ad210f53aca6180b99a579a75d1910a245f3035b562053bb,3G5F9DBFOPXHWZ9LZVS2QHZUGTLVHV,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:48Z,2021-06-25T09:11:10Z,82,0,0,0.25,0,0,0.05,0.0625,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.5,0.6666666666666666,0.5,0.25,0.6666666666666666,0.6666666666666666,75,15
2021-06-25 09:09:52,2021-06-25 09:11:12,IP Address,98.115.97.141,100,79,True,2021-06-25 09:11:13,R_31QvrVUukce2iWj,NA,NA,NA,NA,39.9197998046875,-75.3990020751953125,anonymous,EN,I agree to participate ,95,0,6,55,Not at all,Not too much,Not too much,Not too much,Most of the time,About half the time,Somewhat,Somewhat,Somewhat comfortable,Extremely comfortable,Protect the right to own guns,Strongly oppose,Strongly oppose,No difference,Strongly oppose,NA,83841,NA,NA,a8940e9ceacbbf4bbdb56b029eb0d8ab9b00e37ab63874e3dd91c20a37855816,3Y9N9SS8LYBG8A20TP36G1SDXH0D38,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:52Z,2021-06-25T09:11:12Z,80,1,1,1,0.5,1,0.9,0.875,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.5,0,0.5,0.5,0.6666666666666666,1,6,55
2021-06-25 09:09:18,2021-06-25 09:11:14,IP Address,73.178.99.79,100,116,True,2021-06-25 09:11:14,R_278vs07EwiZk1m4,NA,NA,NA,NA,39.757598876953125,-74.249603271484375,anonymous,EN,I agree to participate ,55,40,25,55,Not too much,Some,Not too much,Not too much,Once in a while,Once in a while,A little,Somewhat,Somewhat comfortable,Somewhat comfortable,Protect the right to own guns,Somewhat oppose,Strongly oppose,Somewhat safer,Somewhat oppose,no problems,16512,NA,NA,297f555e432552b243787687a0abafa3062c54544e7ba7e32246976977bec9df,33C7UALJVLY8HCSUPDE76GZFO6P815,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:18Z,2021-06-25T09:11:14Z,116,1,0.75,1,0.75,0.75,0.85,0.875,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.75,0.3333333333333333,0.25,0.5,0.6666666666666666,0.6666666666666666,25,55
2021-06-25 09:09:41,2021-06-25 09:11:19,IP Address,66.176.215.114,100,97,True,2021-06-25 09:11:19,R_Dfd0biV6TlUUxgJ,NA,NA,NA,NA,25.956207275390625,-80.18280029296875,anonymous,EN,I agree to participate ,0,100,81,1,Some,Some,Some,Some,Never,Once in a while,Very,A little,Extremely comfortable,Somewhat comfortable,Regulate gun ownership,Strongly support,Strongly support,Much safer,Strongly support,God bless and keep safe amigos,57599,NA,NA,e5a2a04276b28b68f6097729fa2752f277fee64988c72bde0bf67b7494cfad06,3GFK2QRXX9HIVVPVO3WPNMFIITX5WZ,3KVQ0UJWPWKF9BR1Y1RNY2KVOS7W5M,2021-06-25T09:09:41Z,2021-06-25T09:11:19Z,98,0,0,0,1,0,0.2,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.75,0.6666666666666666,0.75,0.25,1,0.6666666666666666,81,1
2021-06-25 09:09:48,2021-06-25 09:11:19,IP Address,74.105.221.72,100,90,True,2021-06-25 09:11:19,R_3qVfv0oGDPe4G53,NA,NA,NA,NA,40.3014068603515625,-74.07050323486328125,anonymous,EN,I agree to participate ,0,50,50,50,Some,Some,Not too much,Not at all,About half the time,About half the time,Somewhat,Somewhat,Extremely comfortable,Extremely comfortable,Regulate gun ownership,Strongly support,Strongly support,Much less safe,Strongly support,"None at this time, thank you",29384,NA,NA,87f72749d707a1c048c970c26e1a6733d2817e1e532133ae630e4379a44600c3,3M0NZ3JDP1YMPQU0ZQGWMQ90ZV15ZP,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:48Z,2021-06-25T09:11:19Z,91,0,0,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0.5,0.5,0.6666666666666666,0.5,0.5,1,1,50,50
2021-06-25 09:09:15,2021-06-25 09:11:21,IP Address,75.70.184.199,100,125,True,2021-06-25 09:11:21,R_273UJKuA3hl8ofm,NA,NA,NA,NA,39.589202880859375,-105.13590240478515625,anonymous,EN,I agree to participate ,39,25,45,64,Not at all,Some,Not too much,Not at all,Most of the time,Once in a while,Very,Very,Somewhat comfortable,Extremely comfortable,Protect the right to own guns,Somewhat oppose,Strongly oppose,No difference,Somewhat oppose,Not at this time,36565,NA,NA,31cc0acf0566790e3940a57ee2a3139b257d2b09345a7ea5f8c18f640327edbc,3NPFYT4IZC4V0SJ5F4B2T2KEH4GXG1,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:15Z,2021-06-25T09:11:21Z,126,1,0.75,1,0.5,0.75,0.8,0.8125,0,0.6666666666666666,0.3333333333333333,0,0.25,0.75,0,0.75,0.75,0.6666666666666666,1,45,64
2021-06-25 09:09:16,2021-06-25 09:11:21,IP Address,99.26.145.157,100,125,True,2021-06-25 09:11:21,R_u3uFopv8XNpfX3j,NA,NA,NA,NA,33.907501220703125,-117.78659820556640625,anonymous,EN,I agree to participate ,84,20,29,62,Not at all,Not too much,Not too much,Not too much,Most of the time,Most of the time,Extremely,Extremely,Somewhat comfortable,Extremely comfortable,Protect the right to own guns,Neither support nor oppose,Somewhat oppose,No difference,Neither support nor oppose,NA,88949,NA,NA,96678f238f67e5741db22321937aca30d015cca60612eee221feb0ab4b7f5e31,3J88R45B2GY1D5C4IN1PNBY6IV3XP5,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:16Z,2021-06-25T09:11:21Z,125,1,0.5,0.75,0.5,0.5,0.65,0.6875,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0,1,1,0.6666666666666666,1,29,62
2021-06-25 09:09:38,2021-06-25 09:11:22,IP Address,66.216.205.96,100,103,True,2021-06-25 09:11:22,R_2QyNPNNeSYJyAsY,NA,NA,NA,NA,40.0457000732421875,-83.0720977783203125,anonymous,EN,I agree to participate ,0,50,50,20,Some,Some,Some,Not at all,About half the time,Most of the time,Somewhat,A little,Somewhat comfortable,Somewhat comfortable,Regulate gun ownership,Neither support nor oppose,Strongly support,No difference,Neither support nor oppose,NA,34735,NA,NA,80dc758cc3d6429433d26c602c4ee1cc28c4fbd4cf5d4390043786ba21c84bd6,3WETL7AQWT8L4XN7EJLNIP4LK0235Q,3FI30CQHVJIJ4CT48T5W3ULAAM16BX,2021-06-25T09:09:38Z,2021-06-25T09:11:22Z,104,0,0.5,0,0.5,0.5,0.3,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.5,0.25,0.6666666666666666,0.5,0.25,0.6666666666666666,0.6666666666666666,50,20
2021-06-25 09:09:01,2021-06-25 09:11:29,IP Address,64.52.130.236,100,148,True,2021-06-25 09:11:30,R_esbbCoWcz4Okj9T,NA,NA,NA,NA,34.1483001708984375,-118.0016021728515625,anonymous,EN,I agree to participate ,0,89,88,17,A lot,Some,Some,Some,Most of the time,About half the time,Very,Somewhat,Extremely comfortable,Somewhat comfortable,Regulate gun ownership,Strongly support,Somewhat oppose,Much less safe,Strongly support,NA,60957,NA,NA,cfd5440dfd8e74d1eaef51b1d1b3e5481f514834f9c441d795d70fc95d1cdfee,3JNQLM5FT4MAL4U926NPG4VQ0C22L2,3WUVMVA7OA2G9C8N4K2B5HUZX8DAZX,2021-06-25T09:09:01Z,2021-06-25T09:11:29Z,148,0,0,0.75,0,0,0.15,0.1875,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.5,1,0.75,0.5,1,0.6666666666666666,88,17
